execution_price,delay_minutes,cost_bps_per_side_per_venue,volume_quantile_filter,active_bar_ratio,total_return,cagr,max_drawdown,sharpe,average_month,median_month,best_month,worst_month,positive_month_ratio,positive_week_ratio,best_week,worst_week,weeks
next_close,5,50,0.5,0.028083028083028084,-0.6059858297670442,-0.9762080927343225,-0.6059858297670442,-11.769240659149606,-0.2631075208826737,-0.23441778496115973,-0.19133887641450087,-0.36356590127236044,0.0,0.0,0.0,-0.25045365433874744,14
next_close,10,5,0.0,0.13797313797313798,0.25346174270484556,1.4763215607351623,-0.16069073740161632,2.076869115086889,0.08594856220142266,0.10191270593637647,0.23442430505745615,-0.07849132438956463,0.6666666666666666,0.7857142857142857,0.0809633186544354,-0.07181010186716619,14
next_close,10,5,0.1,0.13797313797313798,0.25346174270484556,1.4763215607351623,-0.16069073740161632,2.076869115086889,0.08594856220142266,0.10191270593637647,0.23442430505745615,-0.07849132438956463,0.6666666666666666,0.7857142857142857,0.0809633186544354,-0.07181010186716619,14
next_close,10,5,0.25,0.13797313797313798,0.25346174270484556,1.4763215607351623,-0.16069073740161632,2.076869115086889,0.08594856220142266,0.10191270593637647,0.23442430505745615,-0.07849132438956463,0.6666666666666666,0.7857142857142857,0.0809633186544354,-0.07181010186716619,14
next_close,10,5,0.5,0.027472527472527472,-0.059427516290499915,-0.2180130389859265,-0.11330951553587221,-0.8952630382367412,-0.019822887882244844,-0.024265020054307196,0.016208142410905513,-0.05141178600333285,0.3333333333333333,0.42857142857142855,0.019314687966960342,-0.042361959900206636,14
next_close,10,10,0.0,0.13797313797313798,-0.318021537377253,-0.7848339192753676,-0.44887966011508396,-2.8178852969331967,-0.11204897949116044,-0.06306430997564882,-0.0035786346739682395,-0.26950399382386425,0.0,0.42857142857142855,0.04901958832248887,-0.15182973216107143,14
next_close,10,10,0.1,0.13797313797313798,-0.318021537377253,-0.7848339192753676,-0.44887966011508396,-2.8178852969331967,-0.11204897949116044,-0.06306430997564882,-0.0035786346739682395,-0.26950399382386425,0.0,0.42857142857142855,0.04901958832248887,-0.15182973216107143,14
next_close,10,10,0.25,0.13797313797313798,-0.318021537377253,-0.7848339192753676,-0.44887966011508396,-2.8178852969331967,-0.11204897949116044,-0.06306430997564882,-0.0035786346739682395,-0.26950399382386425,0.0,0.42857142857142855,0.04901958832248887,-0.15182973216107143,14
next_close,10,10,0.5,0.027472527472527472,-0.1592442545649878,-0.5015368207042674,-0.19944592365435976,-2.71860857333031,-0.055608810122618056,-0.05884739325502675,-0.013862209810614146,-0.09411682730221327,0.0,0.2857142857142857,0.009164498829427714,-0.06885122472405625,14
next_close,10,20,0.0,0.13797313797313798,-0.7984909364422829,-0.9983874418102775,-0.8018896814768406,-11.983863624805768,-0.40513615845221346,-0.3511857474046296,-0.3229463984339006,-0.5412763295181102,0.0,0.0,-0.003820232257143563,-0.29196032112491455,14
next_close,10,20,0.1,0.13797313797313798,-0.7984909364422829,-0.9983874418102775,-0.8018896814768406,-11.983863624805768,-0.40513615845221346,-0.3511857474046296,-0.3229463984339006,-0.5412763295181102,0.0,0.0,-0.003820232257143563,-0.29196032112491455,14
next_close,10,20,0.25,0.13797313797313798,-0.7984909364422829,-0.9983874418102775,-0.8018896814768406,-11.983863624805768,-0.40513615845221346,-0.3511857474046296,-0.3229463984339006,-0.5412763295181102,0.0,0.0,-0.003820232257143563,-0.29196032112491455,14
next_close,10,20,0.5,0.027472527472527472,-0.3284500297382503,-0.7977392769769949,-0.34762951372693696,-6.106111554595017,-0.12329258369959965,-0.12447370884537623,-0.07144375485191712,-0.1739602874015056,0.0,0.0,0.0,-0.11972619971174847,14
next_close,10,50,0.0,0.13797313797313798,-0.9948776874449397,-0.9999999993601913,-0.9949116898939291,-30.71134017893998,-0.8181216883628807,-0.8218028997840754,-0.745517861521175,-0.8870443037833917,0.0,0.0,-0.03924504108061189,-0.631933135436854,14
next_close,10,50,0.1,0.13797313797313798,-0.9948776874449397,-0.9999999993601913,-0.9949116898939291,-30.71134017893998,-0.8181216883628807,-0.8218028997840754,-0.745517861521175,-0.8870443037833917,0.0,0.0,-0.03924504108061189,-0.631933135436854,14
next_close,10,50,0.25,0.13797313797313798,-0.9948776874449397,-0.9999999993601913,-0.9949116898939291,-30.71134017893998,-0.8181216883628807,-0.8218028997840754,-0.745517861521175,-0.8870443037833917,0.0,0.0,-0.03924504108061189,-0.631933135436854,14
next_close,10,50,0.5,0.027472527472527472,-0.6587100975620356,-0.9866337643734158,-0.6587100975620356,-13.205201558756004,-0.2985034987745929,-0.2957665053307309,-0.22535243643209502,-0.37439155456095286,0.0,0.0,0.0,-0.26065789741899015,14
next_close,15,5,0.0,0.13522588522588522,0.022321671071980465,0.0926559470044781,-0.15685603506739665,0.42384174763220467,0.010400738487029196,0.04296809757628672,0.0839199760819791,-0.09568585819717823,0.6666666666666666,0.6428571428571429,0.07723385484303602,-0.04860625507759031,14
next_close,15,5,0.1,0.13522588522588522,0.022321671071980465,0.0926559470044781,-0.15685603506739665,0.42384174763220467,0.010400738487029196,0.04296809757628672,0.0839199760819791,-0.09568585819717823,0.6666666666666666,0.6428571428571429,0.07723385484303602,-0.04860625507759031,14
next_close,15,5,0.25,0.13522588522588522,0.022321671071980465,0.0926559470044781,-0.15685603506739665,0.42384174763220467,0.010400738487029196,0.04296809757628672,0.0839199760819791,-0.09568585819717823,0.6666666666666666,0.6428571428571429,0.07723385484303602,-0.04860625507759031,14
next_close,15,5,0.5,0.027167277167277168,0.0004295591087863926,0.001725319197491526,-0.0680038220535607,0.12756090179721383,0.0010832864749652134,-0.014690220341371796,0.06069370473288216,-0.04275362496661472,0.3333333333333333,0.2857142857142857,0.05411867135845427,-0.021135662727893467,14
